gwf_case	start_event	end_event
Cambodia (1975-79)	"Start: 4/17/1975 Formal surrender of the government to the Khmer Rouge insurgency, which established a new government (Seekins 1987; Political Handbook of the World 2012f, 216)."	"End: 1/7/1979 Phnom Penh captured by Vietnamese troops and Cambodian exiles led by Heng Samrin (Seekins 1987; Political Handbook of the World 2012f, 216)."
Cambodia (1979-)	"Start: 1/7/1979 Phnom Penh captured by Vietnamese troops and Cambodian exiles led by Heng Samrin, who established a civilian, party-led government (Seekins 1987)."	"End: Regime continued in power as of December 31, 2010."
Cameroon (1960-83)	"Start: 1/1/1960 Independence under a system that was only formally democratic. One of the largest anti-colonial parties, the UPC, was outlawed both before and after independence, and repression was extensive. Ahidjo's strategy of cooptation of the remaining opposition parties changed gradually into forced merger and the arrest of peaceful opposition leaders by June 1962 (LeVine 1971, 103-5;Fearon and Laitin 2005)."	"End: 8/22/1983 A power struggle between former president Ahidjo, who remained leader of the sole party, and President Biya, who had succeeded Ahidjo as president the previous year, ended in Ahidjo's resignation and exile. Biya had been Ahidjo's PM and constitutional successor. He succeeded to the presidency when Ahidjo retired from the presidency in 1982. The coalition that supported Ahidjo and from which officials were drawn was multi-regional and multi-ethnic. Ahidjo was a northern Muslim and Biya a southern Christian. Soon after becoming president, Biya began replacing high officials chosen by Ahidjo with his own supporters. By late 1983, he had ousted the Muslim PM and head of the armed forces and begun narrowing the group with political influence and concentrating power in his own ethnic group. The post-1983 government is treated as a different regime because the regional and ethnic bases of policy influence changed (Wache 1991)."
Cameroon (1983-)	"Start: 8/22/1983 Ahidjo resigned as chair of the ruling party after losing a power struggle with Biya. The post-1983 period is coded as a different regime because of the change in the identity of the group that influenced policy and from which officials were chosen after Biya forced Ahidjo into exile. Under Ahidjo's leadership, the party was multi-ethnic, multi-regional, and included both Muslims and Christians. After Biya, who had been the southern Christian PM in the multiethnic coalition, succeeded Ahidjo, he forced Ahidjo's supporters from positions of importance and concentrated power within a small group of supporters from his own ethnic group (Wache 1991)."	"End: Regime continued in power as of December 31, 2010."
Central African Republic (1960-65)	"Start: 8/31/1960 Independence under the rule of one faction of the party that led the independence struggle, MESAN. After its leader's death in 1959, the party split, and one faction, led by Dacko, suppressed the other and jailed its leaders. MESAN had won all the seats in a pre-independence election (Collier 1982, 109; Decalo 1989, 205; Electoral Institute for the Sustainability of Democracy in Africa 2010)."	"End: 12/31/1965 Coup by Col. Bokassa, Chief of Staff and Commander of the Army, ousted the civilian government (Decalo 1989, 207; Economist Intelligence Unit 2008c, 4)."
Central African Republic (1966-79)	"Start: 1/1/1966 Col Bokassa proclaimed himself president, PM, and head of the sole political party, MESAN, after the December 31st coup (Decalo 1989, 207-11)."	"End: 9/20/1979 The Bokassa government was overthrown by an armed force of exiles led by Dacko, aided by the French, which returned the country to civilian rule (Decalo 1989, 234-35; Economist Intelligence Unit 2008c, 4)."
Central African Republic (1979-81)	"Start: 9/20/1979 Bokassa is overthrown by an armed force of exiles led by Dacko and aided by the French. Dacko reinstalled as president (Decalo 1989, 234-38)."	"End: 9/1/1981 Coup by Gen. Kolingba, Army Chief of Staff (Decalo 1989, 240; Polity IV 2008)."
Central African Republic (1981-93)	"Start: 9/1/1981 Coup by Gen Kolingba, army chief-of-staff, established the Military Committee for National Recovery to rule (Decalo 1989, 240-41)."	"End: 9/19/1993 Kolingba lost the second round of multiparty presidential elections and stepped down: second round on September 19, first round August 22 (Polity IV 2008; African Elections Database 2011m)."
Central African Republic (2003-)	"Start: 3/15/2003 Insurgency led by ex-army chief-of-staff Bozize seized the capital and ousted the elected government (IRIN 2003; U.S. State Department 2010)."	"End: Regime continued in power as of December 31, 2010."
Chad (1960-75)	"Start: 8/11/1960 Independence under the PPT and PM Tombalbaye. Tombalbaye began a purge of the ruling PPT a week before independence to eliminate possible rivals and their supporters. At the same time, he began the campaign to coopt members of the opposition into the PPT that resulted in formal merger and de facto single-party rule in early 1961 (Decalo 1980, 498-99; Collier 1988)."	"End: 4/13/1975 Coup and assassination of Tombalbaye by junior officers in the security forces (Ali 1984, 25; Collier 1988 Boddy-Evans 2011)."
Chad (1975-79)	"Start: 4/13/1975 Coup and assassination of Tombalbaye by junior officers in the security forces, who released Tombalbaye's ex-chief of staff Malloum and installed him as president and head of Conseil Superieur Militaire (Collier 1988; Boddy-Evans 2011)."	"End: 3/23/1979 Insurgent forces took the capital (Collier 1988). [Chad 1979-82 is excluded from the data set because no group controlled the government. Multiple armed forces continued the civil war, and foreign intervention continued (Collier 1988).]"
Chad (1982-90)	"Start: 6/7/1982 Insurgents led by Habre captured the capital and installed their leader as head of state and government (Ali 1984, 29; Byrnes 1988)."	"End: 12/1/1990 Ex-Lt. Gen. Deby led an insurgency that ousted the Habre government (Reyna 2003, 279)."
Chad (1990-)	"Start: 12/1/1990 Ex-Lt Gen Deby, former commander-in-chief of Habre's army, led an insurgency aided by the French that ousted Habre and installed himself in power (Reyna 2003, 279; Africa Confidential 2004b, 5)."	"End: Regime continued in power as of December 31, 2010."
Chile (1973-89)	"Start: 9/11/1973 Military coup ousted the elected government (Drake 1994)."	"End: 12/14/1989 Fair and competitive election led to a transition to democracy (Angell and Pollack 1990, 2). [China 1946-49 is excluded from the data set because no government controlled the territory.]"
China (1949-)	"Start: 1/22/1949 Beijing fell to the Communists during the civil war. The People's Republic was formally established in October 1949 (Shinn and Worden 1989; Leung 2002, xxix)."	"End: Regime continued in power as of December 31, 2010."
Colombia (1949-53)	"Start: 11/9/1949 The elected incumbent Conservative president closed Congress (to which a Liberal majority had recently been elected), declared a state of siege, and imposed press censorship after a violent campaign in which many Liberal partisans had been killed. In response, Liberals boycotted the presidential election scheduled for November 27, 1949 leading to the election of another Conservative president (Fluharty 1957; Henderson 1985, 138-40)."	"End: 6/13/1953 Military coup led by Gen. Rojas Pinilla ousted the civilian government (Martz 1962, 166-67)."
Colombia (1953-58)	"Start: 6/13/1953 Military coup led by Gen Rojas Pinilla established a government led by himself (Martz 1962, 166-67)."	"End: 5/10/1958 Fair election with power sharing agreement between the traditional Conservative and Liberal parties negotiated under the National Front agreement ended Rojas Pinilla's government (Martz 1962, 267; Hartlyn 1988, 60-65)."
Congo-Brazzaville (1960-63)	"Start: 8/15/1960 Independence under a UDDIA government led by Youlou. Gerrymandering and other manipulation and repression under a pre-independence Youlou government allowed the UDDIA to win 84% of the seats with 58% of the vote in the last pre-independence election and establish de facto single-party rule(Encyclopedia of World Biography 2003)."	"End: 8/15/1963 Popular uprising. The small army, led by mostly French officers and NCOs, withdrew support from the government and transferred power to Massamba- Debat, who had been the president of the National Assembly before President Youlou forced him to resign (Decalo 1976, 139-40, 147-48)."
Congo-Brazzaville (1963-68)	"Start: 8/15/1963 Massamba-Debat was installed as interim president by the military after a popular uprising (Decalo 1976, 139-40)."	"End: 9/4/1968 The civilian president resigned, leaving control in the hands of Capt Ngouabi, who had gradually taken control of the government and defeated paramilitary forces loyal to the president during the preceding two months (Decalo 1976, 152-55)."
Congo-Brazzaville (1968-91)	"Start: 9/4/1968 Civilian president resigned after Capt Ngouabi had gradually taken control of top decision-making positions (Decalo 1976, 152-55)."	"End: 2/25/1991 The National Conference declared itself sovereign, and Sassou-Nguesso accepted the decision. Demonstrations and widespread popular opposition forced Sassou-Nguesso and the PCT to agree to a National Conference. The opposition controlled the Conference, and it chose a former World Bank official, Andre Milongo, to head the interim government that would oversee a transition to democracy. Multiparty legislative and presidential elections were held in June and July 1992 and won by one of the opposition parties, completing the transition (Clark 1994, 50-53; Clark 1997, 68)."
